0	1.8
3.921568627e-13	1.8
7.843137255e-13	1.8
1.176470588e-12	1.8
1.568627451e-12	1.8
1.960784314e-12	1.8
2.352941176e-12	1.8
2.745098039e-12	1.8
3.137254902e-12	1.8
3.529411765e-12	1.8
3.921568627e-12	1.8
4.31372549e-12	1.8
4.705882353e-12	1.8
5.098039216e-12	1.8
5.490196078e-12	1.8
5.882352941e-12	1.8
6.274509804e-12	1.8
6.666666667e-12	1.8
7.058823529e-12	1.8
7.450980392e-12	1.8
7.843137255e-12	1.8
8.235294118e-12	1.8
8.62745098e-12	1.8
9.019607843e-12	1.8
9.411764706e-12	1.8
9.803921569e-12	1.8
1.019607843e-11	1.8
1.058823529e-11	1.8
1.098039216e-11	1.8
1.137254902e-11	1.8
1.176470588e-11	1.8
1.215686275e-11	1.8
1.254901961e-11	1.8
1.294117647e-11	1.8
1.333333333e-11	1.8
1.37254902e-11	1.8
1.411764706e-11	1.8
1.450980392e-11	1.8
1.490196078e-11	1.8
1.529411765e-11	1.8
1.568627451e-11	1.8
1.607843137e-11	1.8
1.647058824e-11	1.8
1.68627451e-11	1.8
1.725490196e-11	1.8
1.764705882e-11	1.8
1.803921569e-11	1.8
1.843137255e-11	1.8
1.882352941e-11	1.8
1.921568627e-11	1.8
1.960784314e-11	1.8
2e-11	1.8
2.039215686e-11	1.8
2.078431373e-11	1.8
2.117647059e-11	1.8
2.156862745e-11	1.8
2.196078431e-11	1.8
2.235294118e-11	1.8
2.274509804e-11	1.8
2.31372549e-11	1.8
2.352941176e-11	1.8
2.392156863e-11	1.8
2.431372549e-11	1.8
2.470588235e-11	1.8
2.509803922e-11	1.8
2.549019608e-11	1.8
2.588235294e-11	1.8
2.62745098e-11	1.8
2.666666667e-11	1.8
2.705882353e-11	1.8
2.745098039e-11	1.8
2.784313725e-11	1.8
2.823529412e-11	1.8
2.862745098e-11	1.8
2.901960784e-11	1.8
2.941176471e-11	1.8
2.980392157e-11	1.8
3.019607843e-11	1.8
3.058823529e-11	1.8
3.098039216e-11	1.8
3.137254902e-11	1.8
3.176470588e-11	1.8
3.215686275e-11	1.8
3.254901961e-11	1.8
3.294117647e-11	1.8
3.333333333e-11	1.8
3.37254902e-11	1.8
3.411764706e-11	1.8
3.450980392e-11	1.8
3.490196078e-11	1.8
3.529411765e-11	1.8
3.568627451e-11	1.8
3.607843137e-11	1.8
3.647058824e-11	1.8
3.68627451e-11	1.8
3.725490196e-11	1.8
3.764705882e-11	1.8
3.803921569e-11	1.8
3.843137255e-11	1.8
3.882352941e-11	1.8
3.921568627e-11	1.8
3.960784314e-11	1.8
4e-11	1.8
4.039215686e-11	1.8
4.078431373e-11	1.8
4.117647059e-11	1.8
4.156862745e-11	1.8
4.196078431e-11	1.8
4.235294118e-11	1.8
4.274509804e-11	1.8
4.31372549e-11	1.8
4.352941176e-11	1.8
4.392156863e-11	1.8
4.431372549e-11	1.8
4.470588235e-11	1.8
4.509803922e-11	1.8
4.549019608e-11	1.8
4.588235294e-11	1.8
4.62745098e-11	1.8
4.666666667e-11	1.8
4.705882353e-11	1.8
4.745098039e-11	1.8
4.784313725e-11	1.8
4.823529412e-11	1.8
4.862745098e-11	1.8
4.901960784e-11	1.8
4.941176471e-11	1.8
4.980392157e-11	1.8
5.019607843e-11	1.8
5.058823529e-11	1.8
5.098039216e-11	1.8
5.137254902e-11	1.8
5.176470588e-11	1.8
5.215686275e-11	1.8
5.254901961e-11	1.8
5.294117647e-11	1.8
5.333333333e-11	1.8
5.37254902e-11	1.8
5.411764706e-11	1.8
5.450980392e-11	1.8
5.490196078e-11	1.8
5.529411765e-11	1.8
5.568627451e-11	1.8
5.607843137e-11	1.8
5.647058824e-11	1.8
5.68627451e-11	1.8
5.725490196e-11	1.8
5.764705882e-11	1.8
5.803921569e-11	1.8
5.843137255e-11	1.8
5.882352941e-11	1.8
5.921568627e-11	1.8
5.960784314e-11	1.8
6e-11	1.8
6.039215686e-11	1.8
6.078431373e-11	1.8
6.117647059e-11	1.8
6.156862745e-11	1.8
6.196078431e-11	1.8
6.235294118e-11	1.8
6.274509804e-11	1.8
6.31372549e-11	1.8
6.352941176e-11	1.8
6.392156863e-11	1.8
6.431372549e-11	1.8
6.470588235e-11	1.8
6.509803922e-11	1.8
6.549019608e-11	1.8
6.588235294e-11	1.8
6.62745098e-11	1.8
6.666666667e-11	1.8
6.705882353e-11	1.8
6.745098039e-11	1.8
6.784313725e-11	1.8
6.823529412e-11	1.8
6.862745098e-11	1.8
6.901960784e-11	1.8
6.941176471e-11	1.8
6.980392157e-11	1.8
7.019607843e-11	1.8
7.058823529e-11	1.8
7.098039216e-11	1.8
7.137254902e-11	1.8
7.176470588e-11	1.8
