9.523809701204299927e-02,5.873016119003295898e-01,2.857142984867095947e-01
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
0.000000000000000000e+00,1.746031790971755981e-01,8.730158805847167969e-01
7.936508208513259888e-02,5.714285969734191895e-01,3.333333432674407959e-01
4.761904850602149963e-02,4.761904776096343994e-01,5.079365372657775879e-01
8.253968358039855957e-01,2.380952388048171997e-01,1.587301678955554962e-02
2.380952388048171997e-01,6.190476417541503906e-01,1.269841343164443970e-01
1.587301678955554962e-02,2.857142984867095947e-01,7.619047760963439941e-01
3.174603357911109924e-02,4.126984179019927979e-01,6.190476417541503906e-01
1.587301641702651978e-01,6.349206566810607910e-01,1.904761940240859985e-01
3.174603357911109924e-02,4.126984179019927979e-01,6.190476417541503906e-01
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
8.571428656578063965e-01,1.904761940240859985e-01,0.000000000000000000e+00
9.523809701204299927e-02,5.873016119003295898e-01,2.857142984867095947e-01
1.587301678955554962e-02,2.698412835597991943e-01,7.777777910232543945e-01
1.746031790971755981e-01,6.349206566810607910e-01,1.904761940240859985e-01
1.111111119389533997e-01,6.190476417541503906e-01,2.698412835597991943e-01
1.587301678955554962e-02,2.539682686328887939e-01,7.936508059501647949e-01
8.253968358039855957e-01,2.380952388048171997e-01,1.587301678955554962e-02
3.174603357911109924e-02,4.444444477558135986e-01,5.555555820465087891e-01
8.253968358039855957e-01,2.380952388048171997e-01,1.587301678955554962e-02
1.587301678955554962e-02,2.698412835597991943e-01,7.777777910232543945e-01
1.587301678955554962e-02,2.857142984867095947e-01,7.619047760963439941e-01
1.587301678955554962e-02,2.698412835597991943e-01,7.777777910232543945e-01
1.587301678955554962e-02,2.380952388048171997e-01,7.936508059501647949e-01
1.587301678955554962e-02,2.539682686328887939e-01,7.936508059501647949e-01
8.253968358039855957e-01,2.380952388048171997e-01,1.587301678955554962e-02
8.253968358039855957e-01,2.380952388048171997e-01,1.587301678955554962e-02
8.571428656578063965e-01,1.904761940240859985e-01,0.000000000000000000e+00
8.412698507308959961e-01,2.063492089509963989e-01,1.587301678955554962e-02
9.523809701204299927e-02,5.873016119003295898e-01,2.857142984867095947e-01
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
1.587301678955554962e-02,3.015873134136199951e-01,7.460317611694335938e-01
9.523809701204299927e-02,5.873016119003295898e-01,2.857142984867095947e-01
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
8.571428656578063965e-01,1.904761940240859985e-01,0.000000000000000000e+00
8.571428656578063965e-01,1.904761940240859985e-01,0.000000000000000000e+00
1.587301678955554962e-02,3.492063581943511963e-01,6.666666865348815918e-01
1.269841343164443970e-01,6.190476417541503906e-01,2.380952388048171997e-01
6.349206715822219849e-02,5.396825671195983887e-01,3.968254029750823975e-01
8.571428656578063965e-01,1.904761940240859985e-01,0.000000000000000000e+00
8.412698507308959961e-01,2.222222238779067993e-01,1.587301678955554962e-02
