1.000000000000000000e+00,-7.333333492279052734e-01,-7.333333492279052734e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-7.333333492279052734e-01,-8.666666746139526367e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.000000000000000000e+00,6.000000238418579102e-01,7.333333492279052734e-01
-1.000000000000000000e+00,7.333333492279052734e-01,7.333333492279052734e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,-7.333333492279052734e-01,-7.333333492279052734e-01
1.000000000000000000e+00,2.000000476837158203e-01,-6.666666269302368164e-02
1.000000000000000000e+00,-1.000000000000000000e+00,-6.666666269302368164e-02
